company name,website,address,source
"Alomone Labs, Ltd.",http://www.alomone.com/,"PO Box 4287, Jerusalem 91042, Israel",http://www.biocompare.com
Stemgent,http://www.stemgent.com,"10575 Roselle Street, San Diego, California 92121, United States",http://www.biocompare.com
Cell Sciences,http://www.cellsciences.com/,"480 Neponset Street  Building 12A, Canton, Massachusetts 2021, United States",http://www.biocompare.com
Antigenix America Inc.,http://www.antigenix.com,"Antigenix America Inc.  P.O. Box 2666, Huntington Station, New York 11746, United States",http://www.biocompare.com
BBI Solutions,www.bbisolutions.com,"73 Ty Glas Avenue, Cardiff CF14 5DX, United Kingdom",http://www.biocompare.com
AbD Serotec (Bio-Rad),http://www.abdserotec.com,,http://www.biocompare.com
B-Bridge International,http://lifesciences.b-bridge.com/,"20813 Stevens Creek Blvd. Suite #200, Cupertino, California 95014, United States",http://www.biocompare.com
Fitzgerald Industries International,http://www.fitzgerald-fii.com,"Fitzgerald Industries International, Inc.  Suite 1A North  30 Sudbury Road, Acton, Massachusetts 1720, United States",http://www.biocompare.com
"Raybiotech, Inc.",http://www.raybiotech.com,"3607 Parkway Lane, Ste. 200, Norcross, Georgia 30092, United States",http://www.biocompare.com
Molecular Devices LLC,http://www.moleculardevices.com/,"1311 Orleans Avenue, Sunnyvale, California , United States",http://www.biocompare.com
PeproTech,http://www.peprotech.com,"Princeton Business Park 5 Crescent Ave. PO Box 275, Rocky Hill, New Jersey 8553, United States",http://www.biocompare.com
antibodies-online,http://www.antibodies-online.com,"Contact details: U.S. Customers  antibodies-online Inc.  2 Ravinia Drive, Suite 500, Atlanta, Georgia 30346, United States",http://www.biocompare.com
DLdevelop,www.dldevelop.com,"A3-South, 15#, Shuigoutou, Wuxi/Jiangsu , China",http://www.biocompare.com
LI-COR Biosciences,www.licor.com/bio,"4647 Superior St., Lincoln, NE 68504, United States",http://www.biocompare.com
Thermo Scientific Pierce Protein Research Products,http://www.piercenet.com,"Thermo Scientific Pierce Protein Research Products  3747 N. Meridian Rd.  P.O. Box 117, Rockford, Illinois 61105, United States",http://www.biocompare.com
Kem-En-Tec Diagnostics,http://www.kem-en-tec.com/product.asp,"83 Maple Avenue, Windsor, Connecticut 6095, United States",http://www.biocompare.com
IBL - America (Immuno-Biological Laboratories),http://www.ibl-america.com/,"8201 Central Ave NE Suite P, Minneapolis, Minnesota 55432, United States",http://www.biocompare.com
Thermo Scientific Particle Technology,http://www.thermoscientific.com/particletechnology,"46360 Fremont Boulevard, Fremont, California 34323, United States",http://www.biocompare.com
"AutoMate Scientific, Inc",http://www.autom8.com,"812 Page St., Berkeley, California 94710, United States",http://www.biocompare.com
"Rockland Immunochemicals, Inc.",http://www.rockland-inc.com,"P.O. Box 326, Gilbertsville, Pennsylvania 19525, United States",http://www.biocompare.com
Agilent Technologies,http://www.chem.agilent.com/en-US/Pages/Homepage.aspx,"395 Page Mill Rd.  P.O. Box #10395, Palo Alto, California 9303, United States",http://www.biocompare.com
Bioline,http://www.bioline.com,"Bioline US Inc.  305 Constitution Drive, Taunton, Massachusetts 2780, United States",http://www.biocompare.com
"Dharmacon, part of GE Healthcare",www.gelifesciences.com/dharmacon,"2650 Crescent Drive, Suite 100, Lafayette, CO 80026, United States",http://www.biocompare.com
Gold Biotechnology,https://www.goldbio.com/,"1328 Ashby Road, St. Louis, Missouri 63132, United States",http://www.biocompare.com
InvivoGen,http://www.invivogen.com,"3950 Sorrento Valley Blvd, Suite A, San Diego, California 92121, United States",http://www.biocompare.com
Aplegen Inc.,www.aplegen.com,"5880 West Las Positas Boulevard, Suite 34, Pleasanton, CA 94588-8552, United States",http://www.biocompare.com
SYNGENE,www.syngene.com,"5103 Pegasus Court, Suite L, Frederick, Maryland 21704, United States",http://www.biocompare.com
UVP,http://www.uvp.com,"UVP, LLC  2066 W. 11th Street, Upland, California 91786, United States",http://www.biocompare.com
DNR Bio-Imaging Systems Ltd. ,http://www.dnr-is.com/index.asp,United States,http://www.biocompare.com
GE Healthcare Life Sciences,www.gelifesciences.com,"US and Canada  800 Centennial Avenue  PO Box 1327, Piscataway, New Jersey , United States",http://www.biocompare.com
ProteinSimple,http://www.proteinsimple.com,"3040 Oakmead Village Dr, Santa Clara, California 95051, United States",http://www.biocompare.com
Quansys Biosciences,http://www.quansysbio.com,"365 North 600 West, Logan, Utah 84321, United States",http://www.biocompare.com
"Labnet International, Inc.",http://northamerica.labnetinternational.com/,"31 Mayfield Avenue, Edison, New Jersey 8837, United States",http://www.biocompare.com
MIDSCI,http://www.midsci.com,"280 Vance Road, St. Louis, Missouri 63088, United States",http://www.biocompare.com
Lonza,www.lonza.com,"8830 Biggs Ford Road, Walkersville, Maryland 21793, United States",http://www.biocompare.com
PerkinElmer,http://www.perkinelmer.com,"PerkinElmer   710 Bridgeport Avenue, Shelton, Connecticut , United States",http://www.biocompare.com
Rigaku,http://www.rigaku.com/,"Rigaku Japan | Rigaku Corporation, 4-14-4, Sendagaya, Shibuya-Ku, Tokyo 151-0051, Japan",http://www.biocompare.com
Leica Microsystems (Microscopes),www.leica-microsystems.com,"1700 Leider lane, Buffalo Grove, Illinois 60089, United States",http://www.biocompare.com
Carl Zeiss Microscopy,www.zeiss.com/microscopy,"U.S. Headquarters, One Zeiss Drive, Thornwood, NY 10594 , United States",http://www.biocompare.com
Leica Microsystems,Leica Microsystems,"1700 Leider lane, Buffalo Grove, Illinois 60089, United States",http://www.biocompare.com
Nikon Instruments Inc.,http://www.nikoninstruments.com,"1300 Walt Whitman Road, Melville, New York 11747, United States",http://www.biocompare.com
Olympus America Inc.,Olympus America,"3500 Corporate Parkway, Center Valley, Pennsylvania 18034, United States",http://www.biocompare.com
HORIBA Scientific,http://www.horiba.com/us/en/scientific,"3880 Park Avenue, Edison, New Jersey , United States",http://www.biocompare.com
Bulldog Bio Inc.,http://www.bulldog-bio.com,"4515 Culver Road  Suite 307, Rochester, New York 14622, United States",http://www.biocompare.com
JASCO,http://www.jascoinc.com/,"28600 Mary’s Court, Easton, Maryland 21601, United States",http://www.biocompare.com
Shimadzu,http://www.ssi.shimadzu.com,"7102 Riverwood Drive, Columbia, Maryland , United States",http://www.biocompare.com
Photometrics,http://www.photometrics.com/,"3440 E. Britannia Drive, Tucson, Arizona 85706, United States",http://www.biocompare.com
BioTek Instruments,http://www.biotek.com/,"P.O. Box 998, Winooski, Vermont 5404, United States",http://www.biocompare.com
Physik Instrumente,http://www.pi-usa.us,"16 Albert Street, Auburn, Massachusetts 1501, United States",http://www.biocompare.com
BIOCARE MEDICAL,http://www.biocare.net,"BIOCARE MEDICAL  4040 Pike Lane, Concord, California 94520, United States",http://www.biocompare.com
Eppendorf North America,http://www.eppendorf.com,"Eppendorf North America, Inc.  102 Motor Parkway,, Hauppauge, New York , United States",http://www.biocompare.com
Optical Building Blocks,http://www.obbcorp.com/,"300 Birmingham Rd, Birmingham, NJ 08011, United States",http://www.biocompare.com
Sutter Instrument Company,http://www.sutter.com,"One Digital Drive, Novato, California 94949, United States",http://www.biocompare.com
Lumenera Corporation,http://www.lumenera.com,"7 Capella Crt., Ottawa, Ontario , Canada",http://www.biocompare.com
QImaging,http://www.qimaging.com,"19535 56th Avenue, Suite 101, Surrey, British Columbia , Canada",http://www.biocompare.com
Datacolor,www.datacolor.com,"5 Princess Rd., Lawrenceville, NJ 08648, United States",http://www.biocompare.com
"Physitemp Instruments, Inc.",www.physitemp.com,"154 Huron Avenue, Clifton, NJ 07013, United States",http://www.biocompare.com
Bruker BioSpin,http://www.bruker.com/products/preclinical-imaging.html,"4 Research Dr., Woodbridge, Connecticut 6525, United States",http://www.biocompare.com
BERTHOLD TECHNOLOGIES,http://www.berthold.com/bio,"P.O Box 100 163, Bad Wildbad 75312, Germany",http://www.biocompare.com
PerkinElmer,http://www.caliperls.com,"Caliper Life Sciences  68 Elm St, Hopkinton, Massachusetts 1748, United States",http://www.biocompare.com
Spectral Instruments Imaging,www.specimg.com,"420 N. Bonita Ave., Tucson, AZ 85745, United States",http://www.biocompare.com
Definiens,http://www.definiens.com/,"1808 Aston Avenue, Suite 165, Carlsbad, CA 92008, United States",http://www.biocompare.com
Innovative Research,http://www.innov-research.com/,"46430 Peary Court, Novi, Michigan 48377, United States",http://www.biocompare.com
Pel-Freez Biologicals,http://www.pelfreez-bio.com,"219 N. Arkansas St, Rogers, Arkansas 72756, United States",http://www.biocompare.com
3H Biomedical AB,http://www.3hbiomedical.com,"Dag Hammarskjölds väg 34,   House Generalen, Uppsala Science Park, Uppsala , Sweden",http://www.biocompare.com
Kalen Biomedical,http://www.kalenbiomed.com,"19640 Club House Road  Suite 415, Montgomery Village, Maryland 20886, United States",http://www.biocompare.com
CEDARLANE,http://www.cedarlanelabs.com/,"4410 Paletta Court, Burlington, Ontario , Canada",http://www.biocompare.com
Quidel,http://www.quidel.com,"10165 McKellar Court, San Diego, California 92121, United States",http://www.biocompare.com
Bioreclamation,http://www.bioreclamation.com,"PO Box 770, Hicksville, New York 11802, United States",http://www.biocompare.com
Advanced Biotechnologies Inc,www.abionline.com,"9108 Guilford Rd, Columbia, Maryland 21046, United States",http://www.biocompare.com
"GenWay Biotech, Inc.",http://www.genwaybio.com,"6777 Nancy Ridge Drive, San Diego, California 92121, United States",http://www.biocompare.com
HyTest Ltd.,http://www.hytest.fi,"Intelligate, 6th floor  JoGBahaisenkatu 6, Turku 20520, Finland",http://www.biocompare.com
AMSBIO LLC,http://www.amsbio.com,"23591 El Toro Rd, Suite #167,, Lake Forest, California 92630, United States",http://www.biocompare.com
Cell Signaling Technology,http://www.cellsignal.com/,"Cell Signaling Technology, Inc.  3 Trask Lane, Danvers, Massachusetts 1923, United States",http://www.biocompare.com
BACHEM,www.bachem.com,"3132 Kashiwa St., Torrance, California 90505, United States",http://www.biocompare.com
"STEMCELL Technologies, Inc.",http://www.stemcell.com,"570 West Seventh Avenue, Suite 400, Vancouver, British Columbia , Canada",http://www.biocompare.com
Biorbyt,http://www.biorbyt.com/,United States,http://www.biocompare.com
Logos Biosystems,www.logosbio.com,"#930, Doosan Venturedigm, 126-1 Pyungchon-Dong, Dongan-Gu, Anyang, Gyunggi-Do 431-755, Korea, Republic of (South Korea)",http://www.biocompare.com
"Wako Chemicals USA, Inc.",http://www.wakousa.com,"1600 Bellwood Road, Richmond, Virginia 23237, United States",http://www.biocompare.com
eEnzyme LLC,http://www.eenzyme.com,"19632 Club House Road  Suite 510, Montgomery Village, Maryland 20886, United States",http://www.biocompare.com
ScienCell Research Laboratories,http://www.sciencellonline.com,"6076 Corte Del Cedro, Carlsbad, California 92011, United States",http://www.biocompare.com
Kamiya Biomedical Company,http://www.kamiyabiomedical.com/,"12779 Gateway Drive, Seattle, Washington 98168, United States",http://www.biocompare.com
BioCEP,www.biocep.com/,"POB 1008, Seiff Medical Center, Safed 13100, Israel",http://www.biocompare.com
IBA GmbH,www.iba-lifesciences.com,"Rudolf-Wissell-Str. 28, Goettingen , Germany",http://www.biocompare.com
New England Biolabs,http://www.neb.com,"240 County Road, Ipswich, Massachusetts 1938, United States",http://www.biocompare.com
Zymo Research,http://www.zymoresearch.com,"Zymo Research  17062 Murphy Ave., Irvine, California 92614, United States",http://www.biocompare.com
"Clontech Laboratories, Inc., A Takara Bio Company",http://www.clontech.com/,"1290 Terra Bella Avenue, Mountain View, California 94043, United States",http://www.biocompare.com
Aurora Biomed,http://www.aurorabiomed.com,"1001 E Pender St, Vancouver, British Columbia , Canada",http://www.biocompare.com
Altogen Labs,http://www.altogenlabs.com/,,http://www.biocompare.com
BioSIMS,http://www.biosims.fr,"Seine Biopolis, 70, route de Lyons la Foret, Rouen 76000, France",http://www.biocompare.com
ReachBio,http://www.reachbio.com,"ReachBio LLC  454 North 34th street,, Seattle, Washington 98103, United States",http://www.biocompare.com
GlobalStem,http://www.globalstem.com,"9430 Key West Avenue Suite 130, Rockville, Maryland 20850, United States",http://www.biocompare.com
AllCells,http://www.allcells.com,"5858 Horton Street, Suite 360, Emeryville, California 94608, United States",http://www.biocompare.com
"Covaris, Inc.",http://www.covarisinc.com,"14 Gill St, Unit H, Woburn, Massachusetts 1801, United States",http://www.biocompare.com
IITC Life Science,http://www.iitcinc.com,"23924 Victory Blvd., Woodland Hills, California 91367, United States",http://www.biocompare.com
LabLogic,http://www.lablogic.com/,"1040 E Brandon Blvd, Brandon, FL 33511-5509, United States",http://www.biocompare.com
Tecan,http://www.tecan.com,"Seestrasse 103  CH-8708 Männedorf  Switzerland Tecan U.S., Inc.  4022 Stirrup Creek Road  Suite 310  Durham, NC   27703  Phone: (800) 338-3226  Fax: (919) 361-5201   Durham, North Carolina 27703, United States",http://www.biocompare.com
BMG LABTECH,http://www.bmglabtech.com,"BMG LABTECH  Allmendgruen 8, Ortenberg 77799, Germany",http://www.biocompare.com
Biochrom Ltd,www.biochrom.co.uk,"22 Cambridge Science Park, Milton Road, Cambridge CB4 0FJ, United Kingdom",http://www.biocompare.com
Eppendorf,newbrunswick.eppendorf.com,"175 Freshwater Boulevard, Enfield, Connecticut 06082-4444, United States",http://www.biocompare.com
"Hudson Robotics, Inc.",http://www.hudsonrobotics.com/,"10 Stern Avenue, Springfield, New Jersey 7081, United States",http://www.biocompare.com
DNASTAR,http://www.dnastar.com,"3801 Regent Street, Madison, Wisconsin 53705, United States",http://www.biocompare.com
Partek Incorporated,http://www.partek.com/,"Partek Incorporated  4 Research Park Drive, Suite 100, St. Charles, Missouri 63304, United States",http://www.biocompare.com
INNOPSYS,http://www.innopsys.com/,"Parc d'Activités Activestre  31 390 Carbonne -, France",http://www.biocompare.com
Prime Technologies,http://www.primetechpa.com/index.html,"20 Hagerty Bld. Suite 1, West Chester, Pennsylvania 19380, United States",http://www.biocompare.com
Thermo Scientific Pierce Antibodies,http://www.bioreagents.com,"Thermo Fisher Scientific  3747 N. Meridian Rd.  P.O. Box 117, Rockford, Illinois 61105, United States",http://www.biocompare.com
Abbiotec,http://www.abbiotec.com,"7985 Dunbrook Road, Suite A, San Diego, California 92126, United States",http://www.biocompare.com
"Primm Biotech, Inc.",http://www.primmbiotech.com,"Box 425695 Kendall Square, Cambridge, Massachusetts 2142, United States",http://www.biocompare.com
Selleck Chemicals LLC,www.selleckchem.com,"2626 South Loop West, Suite 225, Houston, Texas 77054, United States",http://www.biocompare.com
"Arraystar, Inc",http://www.arraystar.com,"9700 Great Seneca Highway, Rockville, Maryland 20850, United States",http://www.biocompare.com
Exiqon,http://www.exiqon.com/,"Exiqon, Inc. (US Office)  14 F Gill Street, Woburn, Massachusetts 1801, United States",http://www.biocompare.com
Columbia Biosciences Corporation,http://www.columbiabiosciences.com,"4985 Winchester Blvd., Frederick, Maryland 21703, United States",http://www.biocompare.com
Abgent,http://www.abgent.com,"ABGENT - a WuXi AppTec Company, 9765 Clairemont Mesa Blvd., Ste. C, San Diego, California 92124, United States",http://www.biocompare.com
Protein Mods,http://www.proteinmods.com/http://,"1202 Ann Street, Madison, Wisconsin 53713, United States",http://www.biocompare.com
Creative Biomart,http://www.creative-biomart.com/,"45-16 Ramsey Road, Shirley, New York 11967, United States",http://www.biocompare.com
"Advanced BioScience Laboratories, Inc",www.ablinc.com,"9800 Medical Center Drive, Building D, Rockville, MD 20850, United States",http://www.biocompare.com
Rigaku Reagents,www.emeraldbiosystems.com,"7869 NE Day Road West, Bainbridge Island, Seattle, WA 98110, United States",http://www.biocompare.com
Hybrigenics Services SAS,http://www.hybrigenics-services.com/,"France: HYBRIGENICS Services SAS 3-5 impasse Reille 75014 PARIS Phone: +33 (0)1 58 10 38 29; Fax: +33 (0)1 58 10 38 48 North America: Hubtech 21 Cambridge Innovation Center One Broadway Cambridge - MA , - , France",http://www.biocompare.com
DDC Medical,www.ddcmedical.com,"One DDC Way, Fairfield, OH 45014, United States",http://www.biocompare.com
LGC Standards,http://www.lgcstandards.com,"Queens Road, Teddington Middlesex TW11 0LY, United Kingdom",http://www.biocompare.com
Monash Antibody Technologies,http://www.matf.monash.org,"Building 75 Level 1, Monash University, Victoria 3800, Australia",http://www.biocompare.com
BioXCell,http://www.bxcell.com,"10 Technology Drive, Suite 2B NH, Lebanon",http://www.biocompare.com
Nordic BioSite,Nordic BioSite,"600 W Germantown Pike, Suite 110, Plymouth Meeting, PA 19462, United States",http://www.biocompare.com
PBL Assay Science,http://www.interferonsource.com/,"131 Ethel Road West. Suite 6, Piscataway, New Jersey , United States",http://www.biocompare.com
SignaGen Laboratories,http://signagen.com,"9601 Medical Center Dr, A/R Building, Suite 341, Rockville, MD 20850, United States",http://www.biocompare.com
Vindon Scientific,http://www.vindonscientific.com/,,http://www.biocompare.com
Capital Biosciences,www.capitalbiosciences.com,"9700 Great Seneca Hwy, Suite 313, Rockville, MD 20850, United States",http://www.biocompare.com
GeneCopoeia,http://www.genecopoeia.com,"9620 Medical Center Drive, Suite 101, Rockville, Maryland 20850, United States",http://www.biocompare.com
"Bioneer, Inc.",http://us.bioneer.com/,"1000 Atlantic Ave., Alameda, California 94501, United States",http://www.biocompare.com
Blue Heron Biotech,blueheronbio.com,"Blue Heron Biotech, LLC, 22310 20th Avenue SE #100, Bothell, WA 98021, United States",http://www.biocompare.com
Evrogen JSC,http://www.evrogen.com,"MiklGBho-Maklaya 16/10, Moscow 117997, United States",http://www.biocompare.com
Biosearch Technologies,http://www.biosearchtech.com,"2199 S. McDowell Blvd, Petaluma, California 94954-6904, United States",http://www.biocompare.com
EZ Biosystems,www.ezbiosystems.com,"8400 Baltimore Ave, College Park, Maryland 20740, United States",http://www.biocompare.com
OriGene Technologies,http://www.origene.com,"9620 Medical Center Drive # 200, Rockville, Maryland 20850, United States",http://www.biocompare.com
"Calbiotech, Inc",http://www.calbiotech.com,"10461 Austin Drive, Spring Valley, California 91978, United States",http://www.biocompare.com
Streck,http://www.streck.com/,"7002 South 109th Street, Omaha, Nebraska 68128, United States",http://www.biocompare.com
Alanza Inc.,http://www.alanzainc.com/,"Mirasol Loop 2669, Round Rock, Texas 78681, United States",http://www.biocompare.com
"Life Diagnostics, Inc.",http://www.lifediagnostics.com/,"P.O. Box 5205, West Chester, Pennsylvania 19380, United States",http://www.biocompare.com
Spring Bioscience,http://www.springbio.com,"6920 Koll Center Parkway, Suite 211, Pleasanton, California 94566, United States",http://www.biocompare.com
Advansta,http://advansta.com/,"1455 Adams Dr.  Suite 1160, Menlo Park, California 94025, United States",http://www.biocompare.com
Cube Biotech GmbH,www.cube-biotech.com/,"Creative Campus Monheim, Alfred-Nobel-Str. 10, Monheim 40789, Germany",http://www.biocompare.com
Waters Corporation,http://www.waters.com,"Waters Corporation  34 Maple Street, Milford, Massachusetts 1757, United States",http://www.biocompare.com
Bethyl Laboratories,http://www.bethyl.com,"Bethyl Laboratories  P.O. Box 850, Montgomery, Texas 77356, United States",http://www.biocompare.com
Randox Food Diagnostics Ltd,randoxfooddiagnostics.com,"Randox Food Diagnostics, 30 Cherryvalley Road, Crumlin, Co. Antrim, , United Kingdom",http://www.biocompare.com
CHIMERx,CHIMERx homepage,"6143 North 60th Street, Milwaukee, WI 53218-1606, United States",http://www.biocompare.com
Thermo Scientific,www.thermoscientific.com/onebio,"2650 Crescent Drive, Suite 100, Lafayette, CO 80026, United States",http://www.biocompare.com
ArcticZymes AS,http://www.arcticzymes.com,,http://www.biocompare.com
"BQ Kits, Inc.",http://www.bqkits.com/,"3830 Valley Centre Dr., #705275, San Diego, California 92130, United States",http://www.biocompare.com
Takara Bio,http://www.clontech.com/takara,"1290 Terra Bella Ave., Mountain View, CA 94043, United States",http://www.biocompare.com
"Athens Research & Technology, Inc.",http://www.athensresearch.com,"PO Box 80785, Athens, Georgia 30608, United States",http://www.biocompare.com
"Cytoskeleton, Inc.",http://cytoskeleton.com/,"1830 S. Acoma St., Denver, Colorado 80223, United States",http://www.biocompare.com
Synaptic Systems GmbH,http://www.sysy.com/,"Rudolf-Wissell-Str. 28, Goettingen 37079, Germany",http://www.biocompare.com
Precision Biosystems,http://precisionbiosystems.com,"241 Francis Avenue, Mansfield, Massachusetts 2048, United States",http://www.biocompare.com
Wheaton Science Products,http://www.wheatonsci.com/,"1501 North 10th Street, Millville, New Jersey , United States",http://www.biocompare.com
"Gilson, Inc",http://www.gilson.com,"3000 Parmenter Street  P.O. Box 620027, Middleton, Wisconsin , United States",http://www.biocompare.com
"BioCision, LLC",http://www.biocision.com,"775 E Blithedale, Suite #203, Mill Valley, California 94941, United States",http://www.biocompare.com
Integra Biosciences,http://www.integra-biosciences.com,"Tardisstrasse 201CH-7205 ZizersSwitzerland, US Contact Information2 Wentworth Drive, Hudson, NH 03051, United States",http://www.biocompare.com
Sartorius Group,www.sartorius.com,"Sartorius GroupWeender Landstraße 94-108, 37075 Göttingen , Germany",http://www.biocompare.com
LECO Corporation,http://www.leco.com,"3000 Lakeview Avenue, St. Joseph, Michigan 49085, United States",http://www.biocompare.com
Malvern Instruments,www.malvern.com,"117 Flanders Road, Westborough, MA 1581, United States",http://www.biocompare.com
Mettler-Toledo Inc.,www.us.mt.com,"1900 Polaris Parkway, Columbus, OH 43240, United States",http://www.biocompare.com
Biosensing Instrument,http://www.biosensingusa.com/index.html,"One West Elliot Rd, Ste 111, Tempe, Arizona 85284, United States",http://www.biocompare.com
Biotech Support Group,http://www.biotechsupportgroup.com,"1 Deer Park Drive, Suit P, Monmouth JCT, New Jersey 8852, United States",http://www.biocompare.com
"Terra Universal, Inc.",http://www.terrauniversal.com,"800 S. Raymond Ave., Fullerton, California 92831, United States",http://www.biocompare.com
Analytik Jena,http://www.bio.analytik-jena.com/index.php,"Konrad-Zuse-Strasse 1, Jena 7745, Germany",http://www.biocompare.com
Percorso Life Science,www.percorsols.com/,"600 W Germantown Pike, Suite 110, Plymouth Meeting, PA 19462, United States",http://www.biocompare.com
Agrisera,http://www.agrisera.com,"Box 57, Vännäs , Sweden",http://www.biocompare.com
m2p-labs GmbH,www.m2p-labs.com,"Arnold-Sommerfeld-Ring 2, Baesweiler 52499, Germany",http://www.biocompare.com
Titertek-Berthold,www.titertek-berthold.com,"Berthold Detection Systems GmbH, Bleichstr. 56-68, 75173 Pforzheim , Germany",http://www.biocompare.com
Bibby Scientific Limited,http://www.bibby-scientific.comhttp://www.jenway.com/http://www.techne.com/http://www.stuart-equipment.com/,"Beacon Road  Stone, Staffordshire , United Kingdom",http://www.biocompare.com
Thermo Fisher Scientific Laboratory Equipment (LPG),www.thermofisher.com,"2 Friars Drive, Hudson, New Hampshire 03051, United States",http://www.biocompare.com
Thermo Scientific NanoDrop Products,http://www.nanodrop.com,"3411 Silverside Rd   Bancroft Building, Suite 100, Wilmington, Delaware 19810, United States",http://www.biocompare.com
BTX Harvard Apparatus,www.btxonline.com/,"84 October Hill Road, Holliston, Massachusetts 01746, United States",http://www.biocompare.com
Mirus Bio LLC.,http://www.mirusbio.com,"545 Science Drive, Madison, Wisconsin 53711, United States",http://www.biocompare.com
BrandTech Scientific,http://www.brandtech.com,"11 Bokum Rd, Essex, Connecticut , United States",http://www.biocompare.com
BioDrop,www.biodrop.co.uk/index.php,"22 Cambridge Science Park, Milton Road, Cambridge CB4 0FJ, United Kingdom",http://www.biocompare.com
"Hoefer, Inc.",www.hoeferinc.com,"84 October Hill Rd, Holliston, MA 01746, United States",http://www.biocompare.com
SCIE-PLAS,www.scie-plas.com/,"22 Cambridge Science Park, Milton Road, Cambridge CB4 0FJ, United Kingdom",http://www.biocompare.com
"Amerex Instruments, Inc.",http://www.amerexinst.com,"3730 Mt. Diablo Blvd, # 355  P.O. Box 787, Lafayette, California 94549, United States",http://www.biocompare.com
Novus Biologicals,http://www.novusbio.com,"United States:  8100 Southpark Way   Unit A-8, Littleton, Colorado 80120, United States",http://www.biocompare.com
Porvair Sciences Limited,http://www.porvair-sciences.com,"Dorset House, Regent Park  297 Kingston Rd, Leatherhead, Surrey , United Kingdom",http://www.biocompare.com
DIATHEVA s.r.l.,http://www.diatheva.com,"Viale Piceno 137/F, Fano 61032, Italy",http://www.biocompare.com
Promega,www.promega.com,"2800 Woods Hollow Rd., Madison, WI 53711, United States",http://www.biocompare.com
"Ahram Biosystems, Inc.",http://www.ahrambio.com,"Ahram Biosystems, Inc.  292 Gibraltar Dr., Suite 104, Sunnyvale, California 94089, United States",http://www.biocompare.com
Eppendorf North America,http://www.eppendorf.com,"102 Motor Parkway, Hauppauge, New York 11788, United States",http://www.biocompare.com
"NimbleGen Systems, Inc.",http://www.nimblegen.com/,"1 Science Court, Madison, Wisconsin 53711, United States",http://www.biocompare.com
